Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
31f2fbd3-1ac8-de2f-6900-b9bc185d4792,2010-08-01,,999-71-7381,,,,Joaquín233,Gregorio366,Amador986,,,,white,hispanic,M,Bayamon  Puerto Rico  PR,759 Gibson Burg Apt 40,Methuen,Massachusetts,Essex County,25009,01844,42.73018893200762,-71.22645646209901,9959.56,0.00,134228
dcd397ae-05d5-55e6-cb8b-236c8844a3aa,1985-05-06,,999-58-3753,S99934750,X29525268X,Mrs.,Kia427,,VonRueden376,,Padberg411,D,asian,nonhispanic,F,West Yarmouth  Massachusetts  US,612 Reichert Crossing,Boston,Massachusetts,Suffolk County,25025,02199,42.37609447323663,-71.0380232043571,4100.00,6956.36,14186
4ce102d4-bd70-895d-9612-8798f676c707,2024-07-22,,999-28-6238,,,,Golda777,Shana231,Ledner144,,,,white,nonhispanic,F,Somerset  Massachusetts  US,1026 Fadel Plaza,Brockton,Massachusetts,Plymouth County,25023,02302,42.13088490442654,-71.0434447207388,2179.20,0.00,35926
09405b1c-930f-3eb2-1cb4-f7c91bd4c6fa,2017-10-04,,999-74-2497,,,,Jeana169,Adeline686,Mohr916,,,,white,nonhispanic,F,Malden  Massachusetts  US,519 Senger Pathway Unit 81,Huntington,Massachusetts,Hampshire County,25015,01050,42.30207439597733,-72.83640959202822,2517.60,4295.20,26986
df2752b1-965f-93f2-0470-06b58abb1214,1971-12-28,,999-50-4946,S99987144,X33545319X,Mr.,Arlie183,Maxwell782,Kunze215,,,S,white,nonhispanic,M,Revere  Massachusetts  US,313 Cartwright Annex,Franklin,Massachusetts,Norfolk County,25021,02038,42.09894015768168,-71.4489927948712,14555.33,10.39,95299
96f78c05-24a0-f59c-98ec-7ccb52d90a7f,1950-10-28,,999-74-6052,S99920685,X79365522X,Mr.,Jarod376,Riley817,Feeney44,,,S,white,nonhispanic,M,Woburn  Massachusetts  US,138 Sporer Camp,East Falmouth,Massachusetts,Barnstable County,25001,02536,41.5872956771651,-70.52038741449266,18723.87,1884.15,69003
5d574324-1362-2f2b-ad8f-58aaf09eb6fe,2019-01-07,,999-83-9911,,,,Cristian531,Luis923,Quiroz936,,,,white,hispanic,M,La Paz  Baja California  MX,657 Dickinson Lane Unit 96,Hanover,Massachusetts,Plymouth County,,00000,42.14304527921664,-70.88062827636386,5200.16,1339.84,81472
c9409d16-cea8-7b10-b446-9d37c8965af8,2014-03-03,,999-37-9902,,,,Marguerite497,Tu721,Pfeffer420,,,,white,nonhispanic,F,Cambridge  Massachusetts  US,183 Reichel Green,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.47968609003977,-73.2423300531463,8312.00,0.00,59462
0f0ce95a-90bb-1c56-2329-4af7a2982c26,2013-09-23,,999-78-6458,,,,Filiberto722,Aldo414,Wilderman619,,,,white,nonhispanic,M,Pittsfield  Massachusetts  US,594 Yost Fort,Haverhill,Massachusetts,Essex County,25009,01830,42.79948091018334,-71.09948528612684,8312.00,0.00,110578
6e52f768-fe4d-c326-474a-e1ec036fe975,2019-05-21,,999-91-1982,,,,Cordelia715,Georgann131,McDermott739,,,,white,nonhispanic,F,Brockton  Massachusetts  US,111 Heathcote Rue,Springfield,Massachusetts,Hampden County,25013,01128,42.08594685461622,-72.51236528132058,6267.20,0.00,56185
36db2db2-2cc8-7b76-4b57-2104547c6c68,2016-05-12,,999-87-5725,,,,Lilian665,Rosalinda949,Brekke496,,,,white,nonhispanic,F,Chicopee  Massachusetts  US,1043 Gottlieb Fort,Milford,Massachusetts,Worcester County,25027,01757,42.20422212873331,-71.53825142813575,7085.60,0.00,85492
5d7ff77c-7c85-dd0e-8d6b-ce55345288ab,2020-01-08,,999-88-9880,,,,Halina47,Muriel394,Hudson301,,,,white,nonhispanic,F,Marlborough  Massachusetts  US,456 Crooks Hollow,Leicester,Massachusetts,Worcester County,,00000,42.21334139120385,-71.90212715933886,6267.20,0.00,74755
cae10871-c6a4-f079-2a17-e183e3ba7fa9,2002-05-03,,999-24-3490,S99910740,X66050749X,Ms.,Coral377,Chi716,Hansen121,,,,black,nonhispanic,F,New Bedford  Massachusetts  US,417 Anderson Throughway Suite 65,Braintree,Massachusetts,Norfolk County,25021,02184,42.23654076073272,-71.02548113153323,11460.36,0.00,69801
1cd572b5-67d6-e9e4-66e6-9eddbfd061cb,1992-11-28,,999-24-8298,S99936211,X89345905X,Mrs.,Isabel214,Rosalia943,Villaseñor332,,Armenta418,M,white,hispanic,F,Lima  Lima Province  PE,631 Romaguera Approach Apt 41,Boston,Massachusetts,Suffolk County,25025,02119,42.33891118245242,-71.0493570221267,10736.13,469.44,963036
c7cff761-e1bd-2144-fc5d-2160d32751b7,2005-07-26,,999-24-6525,S99996237,,Mr.,Coy949,Franklin857,Rippin620,,,,white,nonhispanic,M,Cambridge  Massachusetts  US,243 Ebert Stravenue,Lawrence,Massachusetts,Essex County,25009,01840,42.67023421347402,-71.20882417399967,10908.98,0.00,135322
a79ecd96-412d-96dc-3270-0bad18ff6948,2022-05-21,,999-51-5255,,,,Mahalia897,Alfreda3,Bartoletti50,,,,white,nonhispanic,F,Woburn  Massachusetts  US,350 Bernhard Village Suite 0,Douglas,Massachusetts,Worcester County,,00000,42.02723331502608,-71.77427757995288,4768.00,0.00,138700
f3302259-2c33-88fd-d9ac-0eb53855e0ad,2023-02-03,,999-17-8947,,,,Neoma676,Tiny880,Hane680,,,,asian,nonhispanic,F,Busan  Busan  KR,549 Hayes Rapid Apt 3,Woburn,Massachusetts,Middlesex County,25017,01890,42.51355323375297,-71.1991321620796,4495.20,0.00,274068
a5def397-5469-81ac-9ac6-2fa8aeb0e44f,2009-10-12,,999-26-8285,,,,Alexander630,Flora200,Rath779,,,,white,nonhispanic,F,Plymouth  Massachusetts  US,616 Padberg Loaf Suite 50,Haverhill,Massachusetts,Essex County,25009,01835,42.77393374063044,-71.1804217868202,9675.20,0.00,39908
32830a97-627d-5d89-783f-b59a989b53b5,2019-01-17,,999-67-4928,,,,Velia837,Elfrieda676,Howell947,,,,black,nonhispanic,F,Boston  Massachusetts  US,202 Reilly Hollow Unit 24,Boston,Massachusetts,Suffolk County,25025,02118,42.274070868262115,-71.1284764818085,600.00,5940.00,8498
c2aaed28-5640-cab3-1870-163cc91e1316,2020-06-10,,999-47-4466,,,,Eugene421,,Dach178,,,,white,nonhispanic,M,Boston  Massachusetts  US,1020 Dach Village Apt 52,Saugus,Massachusetts,Essex County,25009,01906,42.48719169572984,-70.99669911595272,5450.40,0.00,81205
d1f5d808-8856-6c3e-6f33-613d65901ad1,1979-12-26,,999-93-4624,S99980161,X72435975X,Mrs.,Brigida296,Celina578,Prohaska837,,Schimmel440,M,asian,nonhispanic,F,Natick  Massachusetts  US,739 Walker Extension Suite 92,Brookline,Massachusetts,Norfolk County,25021,02445,42.34764102369564,-71.13674811200985,12031.69,143.04,690234
cc5ae400-eb61-3afc-b1cd-be4b004dbe89,1950-04-19,,999-26-8533,S99959515,X3303738X,Mrs.,Bernita55,Kimberlee228,Weber641,,Strosin214,M,white,nonhispanic,F,Rockland  Massachusetts  US,150 Schinner Bay Unit 8,West Dennis,Massachusetts,Barnstable County,25001,02670,41.616407224503405,-70.18552665379941,7497.61,10465.83,10003
43c5d3f5-1ef1-60c1-0d98-3ddf9c73ea84,1956-04-30,,999-11-6026,S99947002,X87208831X,Mrs.,Monnie762,,Goldner995,,Larson43,M,white,nonhispanic,F,Boston  Massachusetts  US,362 Leuschke Gate Unit 84,Northampton,Massachusetts,Hampshire County,25015,01062,42.31319197117142,-72.71083156580883,15435.07,1657.24,27768
7616e412-f107-0eff-e7f1-c0fc82fa190e,1952-06-07,,999-29-7071,S99955935,X54939383X,Mrs.,Isa815,Maisie206,Armstrong51,,Halvorson124,M,white,nonhispanic,F,Wakefield  Massachusetts  US,228 Doyle Neck,Tewksbury,Massachusetts,Middlesex County,,00000,42.621386869028655,-71.18763634333335,16969.85,1248.40,162087
ddc9aab3-a94c-4b04-144d-f341c4cf045b,1968-09-04,,999-15-2624,S99981531,X23338676X,Mr.,Alexander630,Fredrick998,Osinski784,,,S,white,nonhispanic,M,Ludlow  Massachusetts  US,915 Breitenberg Bridge,Bridgewater,Massachusetts,Plymouth County,25023,02324,41.932303526673714,-71.01143547202099,13507.38,0.00,49340
d7525960-58ec-6ad2-6919-04bd25238973,1958-06-10,,999-98-2092,S99959689,X67675759X,Mrs.,Gregory545,Sanjuanita786,Emard19,,Blick895,M,black,nonhispanic,F,Milford  Massachusetts  US,634 Koch Orchard Apt 92,Leominster,Massachusetts,Worcester County,25027,01420,42.471553651091966,-71.75553434361215,16296.67,351.60,63441
8b810b7c-38c9-e171-ea2d-9be4d95686e0,1982-03-26,,999-87-8895,S99916324,X17256231X,Mr.,Zack583,Kyle55,Johnson679,,,M,white,nonhispanic,M,Brockton  Massachusetts  US,723 Quitzon Common Unit 80,Haverhill,Massachusetts,Essex County,25009,01830,42.74473513818445,-71.12017776473027,11873.96,0.00,42570
08726c24-7100-f10b-6d14-7a13df028493,1949-01-17,,999-51-1584,S99971638,X10163488X,Mrs.,Bev675,Jesusita936,Schroeder447,,Hoppe518,M,white,nonhispanic,F,Chelmsford  Massachusetts  US,127 Ankunding Lodge Unit 0,Methuen,Massachusetts,Essex County,25009,01841,42.69885891381252,-71.20522662352171,16969.41,1395.00,57243
6c9f038d-d5e9-cf7b-6915-c31c77b8f988,1964-06-04,,999-71-7364,S99913933,X75868710X,Mrs.,Maribel82,Elma843,Kuhic920,,Roob72,M,white,nonhispanic,F,Braintree  Massachusetts  US,338 Little Pathway,Everett,Massachusetts,Middlesex County,25017,02149,42.389838812219004,-71.06516983650569,14184.00,0.00,39960
eff121cf-b364-53c3-9f19-1fb9a85dee83,1914-06-23,,999-26-4761,S99977171,X27766786X,Mrs.,Norma469,Isabela97,Atencio773,,Segovia340,D,white,hispanic,F,Wesley  Saint Andrew Parish  DM,1080 Turner Street,Upton,Massachusetts,Worcester County,25027,01568,42.204136926444654,-71.6146119026971,20471.26,2254.00,135339
193f299c-6d74-b72a-9c14-714b184f4dd1,1996-08-18,,999-34-7519,S99942268,X76248377X,Mr.,Isreal8,Jesse626,Bosco882,,,M,white,nonhispanic,M,New Bedford  Massachusetts  US,232 Grant Arcade Unit 58,Boylston,Massachusetts,Worcester County,,00000,42.31960657624958,-71.67760258475478,11869.96,0.00,177356
8f4cee0d-a564-9707-87c3-d1d1f7390c8a,1928-06-18,,999-19-3135,S99963335,X12043928X,Mr.,Jorge203,,Douglas31,,,M,white,nonhispanic,M,Peabody  Massachusetts  US,411 Yost Landing Suite 84,Yarmouth Port,Massachusetts,Barnstable County,25001,02675,41.7015965884708,-70.24432027665944,19002.37,6635.22,128693
baa49568-b093-7517-9149-3923134b5741,1961-10-24,,999-74-1226,S99944881,X24165285X,Mr.,Spencer878,Hayden835,Marks830,,,D,white,nonhispanic,M,Newton  Massachusetts  US,1033 Feest Center Apt 31,Waltham,Massachusetts,Middlesex County,25017,02453,42.41385231605933,-71.22929037429385,17719.48,0.00,197309
1dcb1958-0099-14f8-3374-e85858fbdc60,2010-12-02,,999-50-1194,,,,Celesta195,Grace552,Eichmann909,,,,asian,nonhispanic,F,Macau  Macao Special Administrative Region of the People's Republic of China  CN,964 Satterfield Junction,Melrose,Massachusetts,Middlesex County,25017,02176,42.49640076109884,-71.02022243828385,9959.56,0.00,126734
96c302c8-08f5-0ad3-18c3-837b9ec80959,2017-10-08,,999-51-7981,,,,Magdalen131,,Jacobi462,,,,white,nonhispanic,F,Westfield  Massachusetts  US,411 Shanahan Throughway Apt 17,Winchendon,Massachusetts,Worcester County,25027,01475,42.69130592599449,-72.03309444355818,2517.60,4295.20,31969
2e5c2b64-886d-b720-02c2-284e4bf56822,1955-06-11,,999-33-2755,S99942187,X83156825X,Mr.,Mikel238,,Pollich983,,,M,white,nonhispanic,M,Boston  Massachusetts  US,880 Littel Lane Apt 30,Chicopee,Massachusetts,Hampden County,25013,01022,42.10920248468911,-72.57682584371375,7434.66,10956.41,17652
7030636a-0e72-857a-ce24-15b40c76b744,2022-07-16,,999-53-8171,,,,Han309,Teresia279,Boyer713,,,,white,nonhispanic,F,Springfield  Massachusetts  US,923 Smitham Rue Suite 39,Wilbraham,Massachusetts,Hampden County,25013,01095,42.091410191423186,-72.37627856641846,300.00,4468.00,17948
70d78827-e34b-dfc1-1cd8-3cfdd1c2d9a3,1992-07-14,,999-10-7360,S99976785,X69437463X,Mr.,Yong583,,West559,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,134 Kerluke Center Unit 92,Weymouth,Massachusetts,Norfolk County,25021,02188,42.193630499451984,-70.92111455549696,11598.76,0.00,181830
a6b416f0-7811-1da0-db3d-df87a101675a,2022-05-27,,999-48-2346,,,,Terrell212,,Lang846,,,,white,nonhispanic,M,Boston  Massachusetts  US,434 Parker Route,Wareham,Massachusetts,Plymouth County,,00000,41.72238138126305,-70.69808061661841,3428.16,1339.84,144494
6f3485b3-c7ac-be0e-b009-3cf5847e6c3c,1974-05-21,,999-69-8959,S99976500,X53183872X,Mrs.,Jeanne553,Merlene950,Mann644,,Reilly981,M,asian,nonhispanic,F,Falmouth  Massachusetts  US,453 Wunsch Lock,Gloucester,Massachusetts,Essex County,25009,01930,42.62976622480808,-70.63385597876254,12568.90,0.00,99915
8a6a0f39-eb63-b623-fdd7-b58817c5632c,1981-05-04,,999-49-6919,S99981097,X21974872X,Mrs.,Brigitte394,,Kuphal363,,Koss676,M,white,nonhispanic,F,Springfield  Massachusetts  US,871 Marks Knoll,Cambridge,Massachusetts,Middlesex County,25017,02141,42.35894244468954,-71.10988344964301,12195.42,0.00,85694
47453ec7-8a33-7194-e9c4-883c46bc497f,1990-03-02,,999-73-2221,S99959728,X14020357X,Mr.,Ronald408,Lonnie913,Kiehn525,,,M,black,nonhispanic,M,Seekonk  Massachusetts  US,294 Batz Bridge,Nantucket,Massachusetts,Nantucket County,25019,02554,41.25466163428743,-70.12238280615729,11191.56,0.00,85958
35af34d3-423f-9bec-c021-9c1f071b25b6,1977-05-16,,999-66-4157,S99983441,X58529743X,Mr.,Tomás404,Luis923,Zelaya592,,,M,white,hispanic,M,Guatemala City  Guatemala  GT,428 Towne Pathway Apt 74,Marblehead,Massachusetts,Essex County,25009,01945,42.48467346519871,-70.8207618915324,11618.37,0.00,114631
74af6596-ae6a-85c4-a5b9-383af0199e05,2016-07-13,,999-52-1287,,,,Maragaret140,Myong12,Hammes673,,,,white,nonhispanic,F,Duxbury  Massachusetts  US,423 Hoppe Crossing,East Harwich,Massachusetts,Barnstable County,25001,02645,41.69791206412404,-70.0124169591047,5745.76,1339.84,90608
2bd0fc42-631d-0fc3-0e89-7a522c180b2e,2006-07-04,,999-17-2287,S99935713,,Mr.,Luther918,Abraham100,O'Conner199,,,,white,nonhispanic,M,Sunderland  Massachusetts  US,726 Hilll Ranch Suite 38,Needham,Massachusetts,Norfolk County,25021,02494,42.31731630648358,-71.26802026632097,10221.60,0.00,170396
105d365b-632d-ac9c-b30b-3d5a7c273637,1974-07-02,,999-97-4178,S99997669,X7636995X,Mrs.,Livia401,Gloria696,Crona259,,Boyle917,M,white,nonhispanic,F,Lawrence  Massachusetts  US,964 Goodwin Burg,Fairhaven,Massachusetts,Bristol County,,00000,41.599887983426406,-70.82254793373777,12646.98,0.00,112152
f1a73875-1507-ca88-25ad-9ae6f7cf9045,1953-10-28,,999-33-8999,S99958491,X29065379X,Mrs.,Samella245,,Larkin917,,Rogahn59,D,white,nonhispanic,F,Boston  Massachusetts  US,551 Lueilwitz Quay,Boston,Massachusetts,Suffolk County,25025,02108,42.33168932619679,-71.07024382909134,16397.36,1410.99,95289
6273a957-f8da-ae64-ff2a-040f1d991589,1969-05-21,,999-85-1492,S99993072,X8265797X,Mr.,Virgil85,Raymon366,Bode78,,,D,white,nonhispanic,M,Salem  Massachusetts  US,1052 Paucek Ville,Lynn,Massachusetts,Essex County,25009,01905,42.49589277081108,-71.06779161659944,12907.07,3807.60,25071
7dbdc0e4-27d3-9d56-3451-e8d7c8257b8f,1978-11-13,,999-63-2877,S99965481,X7558754X,Mr.,Eddie505,Arthur650,Lesch175,,,S,asian,nonhispanic,M,Chongqing  Chongqing Municipality  CN,544 Dickens Ramp,Haverhill,Massachusetts,Essex County,25009,01832,42.725392716456376,-71.12623767030988,5237.56,8889.43,18287
20f13f16-eadf-f1c9-9ed2-0a5fa76a2c18,1980-04-22,,999-26-6399,S99943422,X14680245X,Mr.,Franklin857,,Abbott774,,,M,white,nonhispanic,M,Attleboro  Massachusetts  US,468 Wyman Plaza,Westminster,Massachusetts,Worcester County,,00000,42.59946341741272,-71.926621308669,12146.76,0.00,97943
f1176e23-d33b-4f8d-b041-d449a33d2612,1983-01-21,,999-55-4724,S99919701,X14866161X,Mrs.,Virginia437,,Zamudio115,,Montes106,M,white,hispanic,F,Kingston  Kingston  JM,377 Smitham Arcade Apt 51,Boston,Massachusetts,Suffolk County,25025,02151,42.37083598347756,-71.13294836167519,4350.00,7659.96,5289
f7b67e83-dfc0-2d09-002b-52d35677ed0c,1963-08-27,,999-24-9131,S99933671,X37023294X,Mr.,Alec433,Mohamed943,Reynolds644,,,D,white,nonhispanic,M,Boston  Massachusetts  US,997 Auer Village,Somerville,Massachusetts,Middlesex County,25017,02144,42.33805162424788,-71.06749314397324,17320.81,0.00,93841
d10e7fdb-0c63-df11-7af5-9348762cb25d,2017-10-01,,999-87-4202,,,,Bebe406,,Harvey63,,,,white,nonhispanic,F,Revere  Massachusetts  US,755 Marks Key Unit 83,Boston,Massachusetts,Suffolk County,25025,02152,42.36956664959639,-71.10563441062709,6812.80,0.00,61677
269c715e-5c2c-49ce-4f0b-5fd65a8f9771,2006-09-12,,999-68-2596,S99929060,,Ms.,Marlena558,,McLaughlin530,,,,white,nonhispanic,F,Lowell  Massachusetts  US,195 Powlowski Mission Unit 22,Cambridge,Massachusetts,Middlesex County,25017,02142,42.32067384545784,-71.09110276156217,10914.76,0.00,147175
5728dbe9-dc30-07bf-0671-820d9b87aaa8,1975-12-09,,999-74-5587,S99995506,X27788167X,Mrs.,Paris331,,Stehr398,,Hoeger474,M,white,nonhispanic,F,Marblehead  Massachusetts  US,517 Macejkovic Common,Fall River,Massachusetts,Bristol County,25005,02723,41.68123657531396,-71.08547567392239,7959.81,4215.60,26218
f028fbc0-0615-35b7-347c-8ab2e92a7d77,2014-01-30,,999-14-6252,,,,Sylvie540,Honey275,Reichel38,,,,hawaiian,nonhispanic,F,Brockton  Massachusetts  US,545 Pacocha Burg,Amherst Center,Massachusetts,Hampshire County,,00000,42.41911338453281,-72.48957501522759,8312.00,0.00,94925
4e7cc3b0-5d78-fe8f-5ade-cc01eb13c340,2017-05-04,,999-61-9041,,,,Madeleine482,Ernestine645,Breitenberg711,,,,white,nonhispanic,F,Salem  Massachusetts  US,629 Kirlin Orchard Unit 41,Boston,Massachusetts,Suffolk County,25025,02109,42.286067781331916,-71.03441292856546,5472.96,1339.84,73963
6cf3de79-01e4-89cf-b5fc-fd3b56377f41,1979-02-24,,999-70-2268,S99929353,X52006367X,Mr.,Lawerence6,,Pfeffer420,,,D,white,nonhispanic,M,Lawrence  Massachusetts  US,413 Mueller Boulevard Suite 74,Medfield,Massachusetts,Norfolk County,25021,02052,42.14794727431321,-71.33847163230848,12283.56,0.00,458943
d41015fc-bec7-2eee-6c2c-a821729bda3b,1984-06-12,,999-95-4930,S99977507,X84097089X,Mrs.,Sherita708,Lisha487,Wolf938,,Williamson769,M,white,nonhispanic,F,Orleans  Massachusetts  US,707 Upton Stravenue Unit 48,West Bridgewater,Massachusetts,Plymouth County,,00000,42.00250218298854,-70.98753316897657,11322.58,0.00,699146
e2223152-cc46-cd27-2c7f-0b562764f707,2009-11-06,,999-84-4782,,,,Rutha66,Marcie463,Zboncak558,,,,white,nonhispanic,F,Westfield  Massachusetts  US,414 Hane Spur,Provincetown,Massachusetts,Barnstable County,25001,02657,42.07472946623218,-70.2245020036585,10232.36,0.00,190510
b0af5461-aa0d-b278-bedd-00b062c6d0ed,1964-04-13,,999-98-6640,S99973797,X2996825X,Mr.,Robby860,Bryan958,Donnelly343,,,W,black,nonhispanic,M,Winthrop  Massachusetts  US,347 Schroeder Vista,Boston,Massachusetts,Suffolk County,25025,02203,42.38835112923279,-71.06212577365667,7470.88,9119.07,7641
94cc72e6-383e-32a4-e18e-a0ee71193d75,2009-03-20,,999-31-6530,S99941333,,,Pedro316,Stevie682,Jenkins714,,,,white,nonhispanic,M,Lakeville  Massachusetts  US,992 Champlin Brook Unit 70,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.47203557437085,-73.29645257506012,1600.00,8632.36,18062
4b2799b8-4db8-cdf1-64bb-e424e6962e17,1992-05-15,,999-98-4178,S99961344,X31630592X,Mr.,Gerardo48,Sal878,Wisoky380,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,439 Ziemann Vista Apt 72,Concord,Massachusetts,Middlesex County,,00000,42.42779323857673,-71.39900109005326,11441.41,0.00,59661
262979d5-c137-96db-6f8d-816ec38ba753,1977-10-04,,999-90-4323,S99925132,X75976107X,Mrs.,Floy720,Xenia801,Douglas31,,Balistreri607,W,white,nonhispanic,F,East Harwich  Massachusetts  US,139 Hansen Mission,Winchester,Massachusetts,Middlesex County,25017,01890,42.46962027627852,-71.1155127256468,11893.33,0.00,271110
cfce236d-8ec8-393e-08b4-a4477ab9eb40,1974-05-24,,999-53-2428,S99931363,X42081772X,Mrs.,Reena181,Regine404,Ziemann98,,Schimmel440,M,white,nonhispanic,F,Barnstable  Massachusetts  US,977 Kautzer Ranch Apt 1,Belmont,Massachusetts,Middlesex County,25017,02472,42.388060168473565,-71.13679850340604,12421.16,0.00,50830
bf7ef704-1b76-e746-86d8-5a3211576301,1993-06-30,,999-50-5170,S99995720,X76830580X,Mrs.,Bridgette172,,Lindgren255,,Lockman863,M,white,nonhispanic,F,East Bridgewater  Massachusetts  US,209 Boehm Spur,Fitchburg,Massachusetts,Worcester County,25027,01420,42.54926970980199,-71.78586777552607,11456.18,0.00,63297
1dcdef0d-d0a9-6eac-7d16-c73424552db1,2012-11-08,,999-14-2536,,,,Marta91,,Terry864,,,,white,nonhispanic,F,Templeton  Massachusetts  US,801 Bechtelar Path Apt 10,Yarmouth,Massachusetts,Barnstable County,,00000,41.676628114068286,-70.26985639692181,1300.00,7977.96,18974
909c6a43-d1e1-46a1-ac72-14367dbfb149,1997-04-30,,999-46-7251,S99967218,X23455170X,Ms.,Fredda152,April374,Frami345,,,,white,nonhispanic,F,New Bedford  Massachusetts  US,598 Yundt Heights,Haverhill,Massachusetts,Essex County,25009,01830,42.83070947648509,-71.05640884096614,11597.16,0.00,104155
eb79c95c-09af-8861-51f8-77dd98ada9d5,2023-07-16,,999-35-7725,,,,Claudio955,Hernán834,Prado282,,,,white,hispanic,M,Marigot  Saint Andrew Parish  DM,482 Lind Well Apt 58,Springfield,Massachusetts,Hampden County,25013,01013,42.189711996397406,-72.52060702502887,2882.56,1339.84,81604
03462523-6b32-ee72-c786-5aa35759b594,1999-09-15,,999-34-7444,S99955140,X76019135X,Ms.,Glendora96,Justa309,Stamm704,,,,asian,nonhispanic,F,Worcester  Massachusetts  US,324 Ankunding Dam Unit 8,Boston,Massachusetts,Suffolk County,25025,02122,42.356552800911764,-71.15327206397949,4333.56,7263.60,26276
